sample,feature,output_param,shap_value,feature_value
287,0,$\Omega_m$,-0.005905337837369472,0.7141751
287,1,$\Omega_m$,-0.0003052358444953542,0.79395
287,2,$\Omega_m$,-0.00373008118011058,0.60365736
287,3,$\Omega_m$,0.004606309178185865,1.0030817
287,4,$\Omega_m$,0.022742606562872695,0.9478072
287,5,$\Omega_m$,0.008432557811805361,0.9451881
287,6,$\Omega_m$,0.002231670964752098,0.60125536
287,7,$\Omega_m$,-0.016886522058436344,0.32651952
287,8,$\Omega_m$,-0.005332188467922013,0.024654994
287,9,$\Omega_m$,0.013507787809552016,-0.15137418
287,10,$\Omega_m$,-0.0016321399569278517,0.25150394
287,11,$\Omega_m$,0.02007800802210113,0.094127625
287,12,$\Omega_m$,0.004243592032386598,-0.059509475
287,13,$\Omega_m$,-0.04124918216723019,-0.63376844
287,14,$\Omega_m$,-0.06425231047983591,-1.1159153
287,15,$\Omega_m$,-0.01342038907460544,-1.0058484
287,16,$\Omega_m$,0.03537548345697967,-1.2160466
287,17,$\Omega_m$,0.07737854571062294,-1.1757004
287,18,$\Omega_m$,0.09535538815932039,-1.2796594
287,19,$\Omega_m$,0.06787264928764974,-1.1212885
287,20,$\Omega_m$,0.035662194591677694,-1.3326948
287,21,$\Omega_m$,0.0016049971963123754,-1.3362253
287,22,$\Omega_m$,-0.018705173886070625,-1.5113938
287,23,$\Omega_m$,-0.033091403230791926,-1.4720039
287,24,$\Omega_m$,-0.10453930652855586,-1.6101382
287,25,$\Omega_m$,-0.1018622056421979,-1.5823232
287,26,$\Omega_m$,-0.11017491686889118,-1.6925383
287,27,$\Omega_m$,-0.013102758044454562,-1.6468129
287,28,$\Omega_m$,0.0045714649461054595,-1.6940664
287,29,$\Omega_m$,0.032983818140734616,-1.723802
287,30,$\Omega_m$,0.0673867197703415,-1.7347981
287,31,$\Omega_m$,0.034151137090132865,-1.7315421
287,32,$\Omega_m$,0.028696920577979946,-1.8314826
287,33,$\Omega_m$,-0.062174821461861325,-1.8016773
287,34,$\Omega_m$,-0.04242717515521995,-1.7922461
287,35,$\Omega_m$,-0.08249600860523061,-1.812449
287,36,$\Omega_m$,-0.11066926958194624,-1.7917209
287,37,$\Omega_m$,-0.06808966967354839,-1.7945502
287,38,$\Omega_m$,-0.05268810054432832,-1.7811998
287,39,$\Omega_m$,-0.014992436302915546,-1.7838771
287,40,$\Omega_m$,-0.0032065090432297403,-1.7798127
287,41,$\Omega_m$,0.005640895990522946,-1.7993249
287,42,$\Omega_m$,0.015374884036136788,-1.7457802
287,43,$\Omega_m$,-0.017983621100526453,-1.7848576
287,44,$\Omega_m$,-0.012298017776821922,-1.7362893
287,45,$\Omega_m$,-0.0033641731215175164,-1.75031
287,46,$\Omega_m$,-0.047326459590888915,-1.7304
287,47,$\Omega_m$,-0.045993724022021835,-1.7469047
287,48,$\Omega_m$,-0.03285362962546062,-1.7202884
287,49,$\Omega_m$,-0.018024464213328106,-1.713649
287,50,$\Omega_m$,-0.006194700583582753,-1.7120572
287,51,$\Omega_m$,-0.012087755425212296,-1.707572
287,52,$\Omega_m$,-0.01898990079256087,-1.7174019
287,53,$\Omega_m$,-0.016145309509010983,-1.6405977
287,54,$\Omega_m$,-0.0006204311045196939,-1.6963907
287,55,$\Omega_m$,-0.0028392558086973857,-1.6783191
287,56,$\Omega_m$,-0.0007917356157364867,-1.6701943
287,57,$\Omega_m$,-0.005234085151654054,-1.7107186
287,58,$\Omega_m$,-0.0018264005435048674,-1.6576625
287,59,$\Omega_m$,0.009399330375405648,-1.6793687
287,60,$\Omega_m$,-0.006572209276103723,-1.6736518
287,61,$\Omega_m$,-0.011047032199761194,-1.6842943
287,62,$\Omega_m$,0.002960089429204051,-1.6959249
287,63,$\Omega_m$,0.007325896484156463,-1.6721169
287,64,$\Omega_m$,0.011371193442804134,-1.6932927
287,65,$\Omega_m$,0.014982935184380042,-1.6640954
287,66,$\Omega_m$,0.013450735027339159,-1.673146
287,67,$\Omega_m$,0.016666170306658984,-1.6575332
287,68,$\Omega_m$,0.028132456706363582,-1.6388783
287,69,$\Omega_m$,0.025766354208850924,-1.6651471
287,70,$\Omega_m$,0.013934520183247513,-1.6471832
287,71,$\Omega_m$,0.04426667945692315,-1.6785263
287,72,$\Omega_m$,0.049309405692377684,-1.6799842
287,73,$\Omega_m$,0.0505443827136575,-1.6922135
287,74,$\Omega_m$,0.04851132380659693,-1.654802
287,75,$\Omega_m$,0.055746605581759166,-1.6462704
287,76,$\Omega_m$,0.03462517101531072,-1.6787483
287,77,$\Omega_m$,0.03838595251746785,-1.6392213
287,78,$\Omega_m$,0.06338896652062735,-1.683043
288,0,$\Omega_m$,-0.014871070858401579,1.0349343
288,1,$\Omega_m$,-0.015794680869850405,1.1205684
288,2,$\Omega_m$,-0.016874856518697922,0.91250646
288,3,$\Omega_m$,0.013724720805572965,0.82670707
288,4,$\Omega_m$,0.022096097532618517,1.0903754
288,5,$\Omega_m$,0.0037218244085670538,1.2689523
288,6,$\Omega_m$,-0.0776758744808217,1.6428717
288,7,$\Omega_m$,-0.10293758025742138,1.3495322
288,8,$\Omega_m$,-0.13347390785798005,1.3400087
288,9,$\Omega_m$,-0.07696276828976503,0.8436836
288,10,$\Omega_m$,-0.008345506649930015,0.6853252
288,11,$\Omega_m$,0.01316515955295472,0.11434546
288,12,$\Omega_m$,0.037685395242848856,0.80705833
288,13,$\Omega_m$,0.06549367441862462,1.0740724
288,14,$\Omega_m$,0.03444291546991736,1.1143445
288,15,$\Omega_m$,-0.03300028994504827,0.92896897
288,16,$\Omega_m$,-0.06790921758437131,0.8555424
288,17,$\Omega_m$,-0.0196059181819995,0.30467373
288,18,$\Omega_m$,-0.001669765802895809,0.0887669
288,19,$\Omega_m$,0.0031972970843101856,-0.0076462966
288,20,$\Omega_m$,-0.0049948651329032034,0.2176965
288,21,$\Omega_m$,-0.0019740823345879657,0.27908558
288,22,$\Omega_m$,-0.0038426810997225316,0.22477768
288,23,$\Omega_m$,0.007337851125242499,0.23678204
288,24,$\Omega_m$,-0.005027591673333516,0.109496035
288,25,$\Omega_m$,0.005288020084475038,0.04138578
288,26,$\Omega_m$,0.0023710655230873476,0.07068082
288,27,$\Omega_m$,-0.0012246887915777424,-0.054474514
288,28,$\Omega_m$,0.004100169737503143,0.0066043087
288,29,$\Omega_m$,0.0023975074079135065,-0.038852226
288,30,$\Omega_m$,0.0060605200225836665,-0.061489996
288,31,$\Omega_m$,0.005281726922779254,-0.13195543
288,32,$\Omega_m$,-0.0018025137289077963,-0.18591303
288,33,$\Omega_m$,-0.024478024039223462,-0.20565294
288,34,$\Omega_m$,-0.011975130848586557,-0.3002733
288,35,$\Omega_m$,-0.021398977465337716,-0.37130398
288,36,$\Omega_m$,-0.0251570118036519,-0.36840653
288,37,$\Omega_m$,-0.028907251244284754,-0.48245686
288,38,$\Omega_m$,-0.008674795088348527,-0.49668935
288,39,$\Omega_m$,-0.002147731765080601,-0.5022849
288,40,$\Omega_m$,-0.00239898147294298,-0.49264386
288,41,$\Omega_m$,0.0053122445873517166,-0.5102971
288,42,$\Omega_m$,-0.0038535064904135475,-0.54427195
288,43,$\Omega_m$,-0.01694652549932168,-0.52927744
288,44,$\Omega_m$,-0.010520837262945408,-0.5637161
288,45,$\Omega_m$,-0.009230722699236756,-0.57216674
288,46,$\Omega_m$,-0.02281102149739504,-0.6126331
288,47,$\Omega_m$,-0.017431067957077186,-0.56943923
288,48,$\Omega_m$,-0.019773014134213254,-0.552789
288,49,$\Omega_m$,-0.01757144805111845,-0.5536774
288,50,$\Omega_m$,6.323737131122553e-06,-0.5878889
288,51,$\Omega_m$,-0.0010997318147171035,-0.6102967
288,52,$\Omega_m$,-0.01363834857601127,-0.5882
288,53,$\Omega_m$,-0.012288852787993762,-0.5710077
288,54,$\Omega_m$,-0.0004045054934492069,-0.6112562
288,55,$\Omega_m$,-0.004753859772760441,-0.58173627
288,56,$\Omega_m$,-0.003339328202588735,-0.64313215
288,57,$\Omega_m$,-0.006715782229577298,-0.61850655
288,58,$\Omega_m$,-0.0021444459475424005,-0.59618855
288,59,$\Omega_m$,0.0032869461613396814,-0.61258036
288,60,$\Omega_m$,-0.00029282672865651543,-0.58885753
288,61,$\Omega_m$,-0.005469400549094036,-0.6022839
288,62,$\Omega_m$,-0.0011700006008080281,-0.5858046
288,63,$\Omega_m$,0.011221801021116947,-0.58721197
288,64,$\Omega_m$,0.009719124469829697,-0.59298575
288,65,$\Omega_m$,0.002937392513122162,-0.6055924
288,66,$\Omega_m$,0.014545595585368566,-0.584426
288,67,$\Omega_m$,0.001335618174440836,-0.62691474
288,68,$\Omega_m$,0.015292066467033379,-0.5864377
288,69,$\Omega_m$,0.017284674381226058,-0.6136321
288,70,$\Omega_m$,-0.003582476468782262,-0.60564417
288,71,$\Omega_m$,0.011745834036109957,-0.60003257
288,72,$\Omega_m$,0.030762945229832892,-0.62655145
288,73,$\Omega_m$,0.016103158807576016,-0.5977599
288,74,$\Omega_m$,0.026427480273996485,-0.60018045
288,75,$\Omega_m$,0.018050453845597378,-0.5925649
288,76,$\Omega_m$,0.022866465771439835,-0.5812433
288,77,$\Omega_m$,0.02761990471117314,-0.59918064
288,78,$\Omega_m$,0.04665329268544156,-0.6115162
289,0,$\Omega_m$,0.005038021551445106,-0.9705822
289,1,$\Omega_m$,-0.004765378066028132,-0.932473
289,2,$\Omega_m$,0.01880702475318687,-0.7987063
289,3,$\Omega_m$,0.000663623407890566,-0.77516866
289,4,$\Omega_m$,-0.003887404119207858,-1.3154958
289,5,$\Omega_m$,-0.014445553258895719,-0.91280794
289,6,$\Omega_m$,0.029258262985385957,-0.8876022
289,7,$\Omega_m$,0.04815247206711018,-1.0907056
289,8,$\Omega_m$,0.08225169553576657,-0.8736506
289,9,$\Omega_m$,0.07062075160599003,-0.87321126
289,10,$\Omega_m$,0.06029116423102097,-1.0790362
289,11,$\Omega_m$,0.03205729421422196,-0.7038689
289,12,$\Omega_m$,-0.012122189545383058,-0.59886324
289,13,$\Omega_m$,-0.03336559380249432,-0.4653583
289,14,$\Omega_m$,-0.05886168757880417,-0.57189214
289,15,$\Omega_m$,-0.015859534272458415,-0.63145334
289,16,$\Omega_m$,0.0237764806584649,-0.44699284
289,17,$\Omega_m$,0.03233351848582967,-0.4800871
289,18,$\Omega_m$,0.04118520107973989,-0.29685733
289,19,$\Omega_m$,0.018961415050240866,-0.2992437
289,20,$\Omega_m$,0.0033748254308011427,-0.1676962
289,21,$\Omega_m$,0.01765349249008069,-0.24196629
289,22,$\Omega_m$,0.00223186222021469,-0.029999673
289,23,$\Omega_m$,-0.002929040099261334,-0.15637913
289,24,$\Omega_m$,-0.01602294993732357,-0.1154643
289,25,$\Omega_m$,-0.02838294358254641,-0.17389454
289,26,$\Omega_m$,0.0068536536180181335,-0.067242555
289,27,$\Omega_m$,-0.004845530053523089,-0.14067551
289,28,$\Omega_m$,0.006067391455871994,-0.1137127
289,29,$\Omega_m$,0.021939251407360017,-0.12469563
289,30,$\Omega_m$,0.007650790216769852,-0.069953
289,31,$\Omega_m$,0.008593605922069389,-0.10876133
289,32,$\Omega_m$,0.006419527094791812,-0.07936753
289,33,$\Omega_m$,-0.004269673748543312,-0.062210113
289,34,$\Omega_m$,0.005442171431689828,-0.058930356
289,35,$\Omega_m$,0.009212289460313827,-0.03690284
289,36,$\Omega_m$,0.010843175845220682,-0.016684083
289,37,$\Omega_m$,0.01108232864101108,0.05234379
289,38,$\Omega_m$,0.007444960401080632,0.09357667
289,39,$\Omega_m$,0.0022636344993952617,0.04441692
289,40,$\Omega_m$,0.009560804429153599,0.085290246
289,41,$\Omega_m$,0.003232701849386408,0.12600464
289,42,$\Omega_m$,0.005932808656555877,0.10881456
289,43,$\Omega_m$,0.0043407428858336,0.13957384
289,44,$\Omega_m$,0.0030870064917932296,0.22754838
289,45,$\Omega_m$,-0.0011265139959262354,0.18617995
289,46,$\Omega_m$,0.009965708111994903,0.19561748
289,47,$\Omega_m$,0.01926735100278164,0.2568763
289,48,$\Omega_m$,0.010189422516074687,0.25560403
289,49,$\Omega_m$,0.009569277691189176,0.20429173
289,50,$\Omega_m$,0.0027219309574380937,0.25881225
289,51,$\Omega_m$,0.00505008756784564,0.23537208
289,52,$\Omega_m$,0.009385029046485823,0.23970912
289,53,$\Omega_m$,0.0030069922880890574,0.24417034
289,54,$\Omega_m$,0.0027839291763181637,0.28899568
289,55,$\Omega_m$,0.0015688934376036356,0.25117737
289,56,$\Omega_m$,0.0003925138129852919,0.26899138
289,57,$\Omega_m$,0.00397471614725269,0.25568834
289,58,$\Omega_m$,0.001759721651324107,0.28172228
289,59,$\Omega_m$,-0.0005097755805278936,0.29115847
289,60,$\Omega_m$,0.0011115727636206534,0.30194467
289,61,$\Omega_m$,0.0053286880914432495,0.27122617
289,62,$\Omega_m$,-0.0019649986426035493,0.28353566
289,63,$\Omega_m$,-0.007483034968609016,0.3287974
289,64,$\Omega_m$,-0.005536197667630999,0.2944893
289,65,$\Omega_m$,-0.016740632492195217,0.272949
289,66,$\Omega_m$,-0.003004163687583078,0.28793696
289,67,$\Omega_m$,-0.013939193076833686,0.29096788
289,68,$\Omega_m$,-0.014236386561145342,0.2889547
289,69,$\Omega_m$,-0.022710887225596988,0.3297766
289,70,$\Omega_m$,-0.02903669373117737,0.29387626
289,71,$\Omega_m$,-0.014986970128957194,0.31348976
289,72,$\Omega_m$,-0.01908102514930458,0.31781378
289,73,$\Omega_m$,-0.02277724379945235,0.34827936
289,74,$\Omega_m$,-0.019619162412709567,0.32704628
289,75,$\Omega_m$,-0.025760884102577042,0.33761662
289,76,$\Omega_m$,-0.01806467487011106,0.3323306
289,77,$\Omega_m$,-0.02567930145247374,0.34124774
289,78,$\Omega_m$,-0.019804025469638876,0.31288224
290,0,$\Omega_m$,0.004743228932687397,0.24249181
290,1,$\Omega_m$,0.003120081728557121,0.45211703
290,2,$\Omega_m$,-0.007411056001437819,0.4676776
290,3,$\Omega_m$,0.0013189817018186,0.31577104
290,4,$\Omega_m$,0.004946043873205778,0.49434334
290,5,$\Omega_m$,-0.002340282996495568,-0.0048990445
290,6,$\Omega_m$,0.0009993035368461346,-0.22510406
290,7,$\Omega_m$,0.0026744021071741903,-0.04510677
290,8,$\Omega_m$,0.005718719442302227,-0.092781715
290,9,$\Omega_m$,-0.011922104047262108,-0.0042045964
290,10,$\Omega_m$,-0.0032559467262278075,-0.08294681
290,11,$\Omega_m$,0.019188828376548676,-0.3212389
290,12,$\Omega_m$,-0.030373339082580053,-0.889968
290,13,$\Omega_m$,-0.08521915249798136,-1.2287883
290,14,$\Omega_m$,-0.11659148590134767,-1.5125601
290,15,$\Omega_m$,0.008642914938973262,-1.0967835
290,16,$\Omega_m$,0.023211579930696936,-0.9126688
290,17,$\Omega_m$,0.03743202573670412,-0.7153811
290,18,$\Omega_m$,0.030006781961613643,-0.5331281
290,19,$\Omega_m$,0.05144088495988399,-0.82258207
290,20,$\Omega_m$,0.03368291674857271,-1.1120878
290,21,$\Omega_m$,0.008076971445116219,-1.1292742
290,22,$\Omega_m$,-0.10710789712766809,-1.4170927
290,23,$\Omega_m$,-0.08554555136404816,-1.3454133
290,24,$\Omega_m$,-0.07831585882930085,-1.2530267
290,25,$\Omega_m$,-0.06376060080539901,-1.1083491
290,26,$\Omega_m$,0.0015181704782298786,-1.1134206
290,27,$\Omega_m$,0.01977718755551904,-1.0441846
290,28,$\Omega_m$,0.06194672948108441,-1.1164807
290,29,$\Omega_m$,0.04010511408948029,-1.1408188
290,30,$\Omega_m$,0.05124087350753446,-1.1463838
290,31,$\Omega_m$,0.026319896179872262,-1.1321713
290,32,$\Omega_m$,0.0064432942189644946,-1.0514727
290,33,$\Omega_m$,-0.04216369266513844,-1.0191705
290,34,$\Omega_m$,-0.03090787209492798,-0.9898474
290,35,$\Omega_m$,-0.03663031233940273,-0.92480457
290,36,$\Omega_m$,-0.01992485828426044,-0.9459825
290,37,$\Omega_m$,-0.013405167762539355,-0.9006005
290,38,$\Omega_m$,-0.009464813470452416,-0.8455803
290,39,$\Omega_m$,0.013431749504137164,-0.8901749
290,40,$\Omega_m$,0.01067733602741404,-0.8162269
290,41,$\Omega_m$,0.022476725062248695,-0.85641956
290,42,$\Omega_m$,0.008388572183515257,-0.8289238
290,43,$\Omega_m$,-0.0037847796548157917,-0.84851074
290,44,$\Omega_m$,-0.0051491499291538845,-0.75220984
290,45,$\Omega_m$,-0.0024194698284069707,-0.8105792
290,46,$\Omega_m$,-0.007280989491652373,-0.7453655
290,47,$\Omega_m$,-0.014739664256533924,-0.7970489
290,48,$\Omega_m$,-0.016736152830829548,-0.8025438
290,49,$\Omega_m$,0.0006516188064081968,-0.78288233
290,50,$\Omega_m$,0.004366550335156112,-0.7554062
290,51,$\Omega_m$,0.0034187498105408645,-0.7675821
290,52,$\Omega_m$,-0.0007331829067940554,-0.77175164
290,53,$\Omega_m$,-0.0010098473976055723,-0.77594346
290,54,$\Omega_m$,-0.001869670713689026,-0.77910763
290,55,$\Omega_m$,-0.007929347348787509,-0.7399004
290,56,$\Omega_m$,-0.00021925569705977718,-0.75810575
290,57,$\Omega_m$,-0.008584925808245318,-0.7668945
290,58,$\Omega_m$,-0.0019683291551579377,-0.7641753
290,59,$\Omega_m$,0.0022845730703071887,-0.77223736
290,60,$\Omega_m$,0.0026022007735446093,-0.7439677
290,61,$\Omega_m$,-0.006441646802122701,-0.7715169
290,62,$\Omega_m$,-0.005256874600114925,-0.7649464
290,63,$\Omega_m$,0.0018366480114249035,-0.7612587
290,64,$\Omega_m$,0.002214019486370178,-0.7491317
290,65,$\Omega_m$,-0.0011183688318124098,-0.76163155
290,66,$\Omega_m$,-0.0004693496303904583,-0.7504653
290,67,$\Omega_m$,0.0076296114849780565,-0.77980417
290,68,$\Omega_m$,-0.008149864450873184,-0.7589037
290,69,$\Omega_m$,0.0019093617125569423,-0.75833493
290,70,$\Omega_m$,-0.008701531294524714,-0.75048
290,71,$\Omega_m$,0.003017596405891998,-0.7547759
290,72,$\Omega_m$,0.001379888474863658,-0.77596253
290,73,$\Omega_m$,0.0056985646507625234,-0.76504767
290,74,$\Omega_m$,0.006504566017247265,-0.7450766
290,75,$\Omega_m$,-0.004374126061447897,-0.7818224
290,76,$\Omega_m$,0.004972910346526388,-0.7664681
290,77,$\Omega_m$,0.0017793532336751623,-0.7644105
290,78,$\Omega_m$,0.004674670787814343,-0.7474359
291,0,$\Omega_m$,0.0007167153599827077,-0.36319813
291,1,$\Omega_m$,-0.0015710461833319995,-0.6866846
291,2,$\Omega_m$,0.016520462381498274,-0.61893725
291,3,$\Omega_m$,0.003930167933770777,-0.56630796
291,4,$\Omega_m$,0.0011950444358808283,-0.5324181
291,5,$\Omega_m$,0.0018080993947903097,-0.18498889
291,6,$\Omega_m$,0.02400210794759915,-0.2678707
291,7,$\Omega_m$,0.014887527854928834,-0.31445757
291,8,$\Omega_m$,0.04709442486195342,-0.37583622
291,9,$\Omega_m$,0.029312161974133537,-0.21221471
291,10,$\Omega_m$,0.010622497003738953,-0.13033165
291,11,$\Omega_m$,0.01347803065660023,0.2235248
291,12,$\Omega_m$,0.02446858524777118,0.81900334
291,13,$\Omega_m$,0.10883093100662028,1.0992941
291,14,$\Omega_m$,0.11919763450394384,1.3618945
291,15,$\Omega_m$,0.026389307024267793,1.0523983
291,16,$\Omega_m$,0.0024909194072218663,1.2355152
291,17,$\Omega_m$,-0.0994982833430792,1.1054896
291,18,$\Omega_m$,-0.07690573736046645,1.3474789
291,19,$\Omega_m$,-0.0982226543423409,1.3695954
291,20,$\Omega_m$,-0.05773334271885685,1.271701
291,21,$\Omega_m$,-0.010155258517962312,1.4060961
291,22,$\Omega_m$,0.04804122953598076,1.3246547
291,23,$\Omega_m$,0.0693011955786513,1.4491426
291,24,$\Omega_m$,0.09251130852343825,1.4677119
291,25,$\Omega_m$,0.0978661880611071,1.4652787
291,26,$\Omega_m$,0.04524142229401456,1.5492829
291,27,$\Omega_m$,0.023373703507119592,1.4799601
291,28,$\Omega_m$,-0.02685795960312437,1.5885955
291,29,$\Omega_m$,-0.0411519017507271,1.4962646
291,30,$\Omega_m$,-0.10198015935719014,1.528081
291,31,$\Omega_m$,-0.03039187663545212,1.5320101
291,32,$\Omega_m$,-0.029970234353095298,1.6097097
291,33,$\Omega_m$,0.08605174324911789,1.5731784
291,34,$\Omega_m$,0.042416501508378134,1.5890572
291,35,$\Omega_m$,0.059687193231657165,1.613293
291,36,$\Omega_m$,0.12518091399086795,1.566635
291,37,$\Omega_m$,0.05288191891192884,1.6231486
291,38,$\Omega_m$,0.031644500662563,1.5982146
291,39,$\Omega_m$,-0.013348362982893972,1.5802364
291,40,$\Omega_m$,-0.005382522400468622,1.6101977
291,41,$\Omega_m$,-0.023892902810863852,1.5842086
291,42,$\Omega_m$,-0.014024531987961377,1.5932877
291,43,$\Omega_m$,0.00733595559440801,1.5358132
291,44,$\Omega_m$,0.021507344534620592,1.5096823
291,45,$\Omega_m$,0.0056069566169754115,1.5672257
291,46,$\Omega_m$,0.027299151067854854,1.4859347
291,47,$\Omega_m$,0.026138630329611823,1.5037341
291,48,$\Omega_m$,0.032183093649412825,1.488397
291,49,$\Omega_m$,0.026152336738693226,1.492941
291,50,$\Omega_m$,0.0025021389351847314,1.522576
291,51,$\Omega_m$,0.012150892623852402,1.4794849
291,52,$\Omega_m$,0.012170918584646048,1.4635162
291,53,$\Omega_m$,0.006225198367998674,1.4500643
291,54,$\Omega_m$,0.00019306253896807699,1.4404415
291,55,$\Omega_m$,0.017069474241385846,1.4444062
291,56,$\Omega_m$,0.0021007791671096474,1.4274179
291,57,$\Omega_m$,0.02391286744348083,1.4184605
291,58,$\Omega_m$,0.0032540533390147306,1.4332744
291,59,$\Omega_m$,-0.011559237850421317,1.4587464
291,60,$\Omega_m$,0.006873786306047486,1.4283547
291,61,$\Omega_m$,0.007281727436042523,1.3730503
291,62,$\Omega_m$,0.00627417056220413,1.3865881
291,63,$\Omega_m$,-0.013981484982650763,1.3833405
291,64,$\Omega_m$,-0.006783814002131581,1.389318
291,65,$\Omega_m$,-0.015105613453585335,1.3801965
291,66,$\Omega_m$,-0.022437962675079092,1.3456227
291,67,$\Omega_m$,-0.006801298235853524,1.3623637
291,68,$\Omega_m$,-0.01856501946759333,1.388304
291,69,$\Omega_m$,-0.008895146469779652,1.3586684
291,70,$\Omega_m$,-0.014015571298077715,1.3954268
291,71,$\Omega_m$,-0.02430176243360623,1.3709275
291,72,$\Omega_m$,-0.04754780814536692,1.3835645
291,73,$\Omega_m$,-0.016235970993830062,1.3551488
291,74,$\Omega_m$,-0.04417066132947565,1.3661802
291,75,$\Omega_m$,-0.030835781143929746,1.3614675
291,76,$\Omega_m$,-0.04997898030417369,1.3199478
291,77,$\Omega_m$,-0.01795510330992821,1.3264701
291,78,$\Omega_m$,-0.03661154923863552,1.3615489
292,0,$\Omega_m$,0.0004929154365769794,-0.09549807
292,1,$\Omega_m$,0.0018482218471278233,0.13938323
292,2,$\Omega_m$,-0.009798766094415138,0.27077165
292,3,$\Omega_m$,-0.0032898273466465122,0.31062126
292,4,$\Omega_m$,0.008600727729499325,0.5807416
292,5,$\Omega_m$,0.010175345014431495,0.7367271
292,6,$\Omega_m$,0.005317985194269542,0.15470554
292,7,$\Omega_m$,-0.007230184521758924,0.48699868
292,8,$\Omega_m$,0.016301003708892158,-0.020718211
292,9,$\Omega_m$,-0.029033597104134945,0.34784165
292,10,$\Omega_m$,0.0070642179142063055,-0.052315366
292,11,$\Omega_m$,0.006474803877839201,0.55299354
292,12,$\Omega_m$,0.0473161522943216,0.5710095
292,13,$\Omega_m$,0.06613772687405194,0.85312885
292,14,$\Omega_m$,0.03606077845596397,0.52672374
292,15,$\Omega_m$,0.006293142290905949,0.30064932
292,16,$\Omega_m$,0.0003957610304011668,-0.039562583
292,17,$\Omega_m$,-0.0035635099668676526,-0.23334444
292,18,$\Omega_m$,0.03418764787709128,-0.24680933
292,19,$\Omega_m$,0.015377313727124928,-0.14115158
292,20,$\Omega_m$,0.0128930147169255,-0.023481393
292,21,$\Omega_m$,0.007275514451903285,-0.13152593
292,22,$\Omega_m$,-0.006046698216038436,-0.016739769
292,23,$\Omega_m$,0.0009218801292687854,0.019598423
292,24,$\Omega_m$,-0.020389450593611386,-0.17096327
292,25,$\Omega_m$,-0.03625300271213445,-0.21222186
292,26,$\Omega_m$,-0.015030949039270733,-0.2652707
292,27,$\Omega_m$,-0.021681865908667542,-0.4024854
292,28,$\Omega_m$,-0.007867951861626346,-0.33250406
292,29,$\Omega_m$,0.006947638293689422,-0.3697559
292,30,$\Omega_m$,0.026491281725097893,-0.29475316
292,31,$\Omega_m$,0.01307606795494697,-0.3262465
292,32,$\Omega_m$,0.007120687394365934,-0.38484335
292,33,$\Omega_m$,-0.00039298217821244946,-0.40954804
292,34,$\Omega_m$,-0.0044446091326244734,-0.34267694
292,35,$\Omega_m$,-0.029758211681328233,-0.37205327
292,36,$\Omega_m$,-0.023943345710868025,-0.38672104
292,37,$\Omega_m$,-0.005592041619044401,-0.40542692
292,38,$\Omega_m$,-0.013838320558619091,-0.33484098
292,39,$\Omega_m$,-0.0024157306355967745,-0.3782672
292,40,$\Omega_m$,-0.0025070712168235496,-0.4484788
292,41,$\Omega_m$,0.006079731458097121,-0.40351918
292,42,$\Omega_m$,-0.0012145491321765105,-0.3900797
292,43,$\Omega_m$,0.0033256298749862745,-0.39894727
292,44,$\Omega_m$,-0.0013489111195667443,-0.37854722
292,45,$\Omega_m$,0.0021929860782498776,-0.37467048
292,46,$\Omega_m$,-0.005917682290698084,-0.4254762
292,47,$\Omega_m$,-0.008917384106122592,-0.46138877
292,48,$\Omega_m$,-0.007385725623850435,-0.3918172
292,49,$\Omega_m$,-0.008395738767285341,-0.43311217
292,50,$\Omega_m$,-0.0015389631739101777,-0.4121685
292,51,$\Omega_m$,0.001599781947831308,-0.3882935
292,52,$\Omega_m$,-0.004711246047324184,-0.42722997
292,53,$\Omega_m$,0.0004998650103031447,-0.42892364
292,54,$\Omega_m$,0.0004149428254459168,-0.40053225
292,55,$\Omega_m$,-0.0015795002912636913,-0.41805047
292,56,$\Omega_m$,0.0021054908540099706,-0.37404
292,57,$\Omega_m$,-0.0005236825017103467,-0.4072512
292,58,$\Omega_m$,0.0008840194627797634,-0.44695002
292,59,$\Omega_m$,0.00452885058514461,-0.43747565
292,60,$\Omega_m$,0.0019125024539729159,-0.4146184
292,61,$\Omega_m$,-0.0015814088259745913,-0.42990145
292,62,$\Omega_m$,1.7212181119265663e-05,-0.44430307
292,63,$\Omega_m$,0.011013464112863108,-0.4323688
292,64,$\Omega_m$,0.006841293643422748,-0.4240322
292,65,$\Omega_m$,0.00755443127111749,-0.39655742
292,66,$\Omega_m$,0.0035487897911419264,-0.44350407
292,67,$\Omega_m$,0.006514812863473117,-0.44648397
292,68,$\Omega_m$,0.008812744209523484,-0.43138173
292,69,$\Omega_m$,0.013475913430011135,-0.4534076
292,70,$\Omega_m$,0.010181753603974377,-0.4441918
292,71,$\Omega_m$,0.01025222885868667,-0.478852
292,72,$\Omega_m$,0.00025997381890192445,-0.4380775
292,73,$\Omega_m$,0.01807839339774848,-0.46349987
292,74,$\Omega_m$,0.02831556097759556,-0.45417243
292,75,$\Omega_m$,0.035832727685434905,-0.4675467
292,76,$\Omega_m$,0.017351026917652557,-0.46866128
292,77,$\Omega_m$,0.010316199050090893,-0.43474725
292,78,$\Omega_m$,0.018423099638894186,-0.46080476
293,0,$\Omega_m$,-0.003321975117626913,0.9914447
293,1,$\Omega_m$,0.004834852332811973,0.6117027
293,2,$\Omega_m$,-1.0769237608956409e-05,0.8375851
